date,adj_close
2014-12-31,39.3430609451
2015-01-02,39.6056303507
2015-01-05,39.2371861847
2015-01-06,38.6654624788
2015-01-07,39.1567213668
2015-01-08,40.3086387594
2015-01-09,39.9698395263
2015-01-12,39.4701106575
2015-01-13,39.2625961272
2015-01-14,38.9237968941
2015-01-15,38.5214728048
2015-01-16,39.1651913477
2015-01-20,39.2922410601
2015-01-21,38.8941519612
2015-01-22,39.9190196413
2015-01-23,39.9613695455
2015-01-26,39.8173798714
2015-01-27,36.1329382113
2015-01-28,34.8878510296
2015-01-29,35.5823894575
2015-01-30,34.2187225442
2015-02-02,34.9640808571
2015-02-03,35.2351202436
2015-02-04,35.4383997834
2015-02-05,35.9550686139
2015-02-06,35.9211886906
2015-02-09,35.8788387865
2015-02-10,36.0821183264
2015-02-11,35.8957787481
2015-02-12,36.4971473869
2015-02-13,37.1578058915
2015-02-17,37.1747458531
2015-02-18,37.1320946991
2015-02-19,37.1065040067
2015-02-20,37.4093272003
2015-02-23,37.6609690091
2015-02-24,37.6097876243
2015-02-25,37.5244853162
2015-02-26,37.5799318164
2015-02-27,37.4050620849
2015-03-02,37.4306527773
2015-03-03,36.918838929
2015-03-04,36.7269087358
2015-03-05,36.7738250053
2015-03-06,36.1340576948
2015-03-09,36.5520390043
2015-03-10,35.8525600782
2015-03-11,35.8099089242
2015-03-12,34.9910067668
2015-03-13,35.2980950758
2015-03-16,35.4516392303
2015-03-17,35.5667973462
2015-03-18,36.2534809261
2015-03-19,36.0700809637
2015-03-20,36.5776296967
2015-03-23,36.5563041197
2015-03-24,36.5946901583
2015-03-25,35.3663369222
2015-03-26,35.1530811521
2015-03-27,34.9483556127
2015-03-30,34.9398253819
2015-03-31,34.6796533423
2015-04-01,34.7350998426
2015-04-02,34.3682999179
2015-04-06,35.4388438841
2015-04-07,35.4260485379
2015-04-08,35.332215999
2015-04-09,35.3833973839
2015-04-10,35.5881229232
2015-04-13,35.6222438464
2015-04-14,35.5284113076
2015-04-15,36.0444902713
2015-04-16,35.9634530787
2015-04-17,35.4985554997
2015-04-20,36.5989552737
2015-04-21,36.368639042
2015-04-22,36.6671971202
2015-04-23,36.9700203138
2015-04-24,40.834214869
2015-04-27,40.9706985619
2015-04-28,41.9303495276
2015-04-29,41.8493123349
2015-04-30,41.491042641
2015-05-01,41.5038379873
2015-05-04,41.1498334088
2015-05-05,40.6038986372
2015-05-06,39.4779081708
2015-05-07,39.8361778647
2015-05-08,40.7318520993
2015-05-11,40.4077033287
2015-05-12,40.3906428671
2015-05-13,40.6252242142
2015-05-14,41.5592844875
2015-05-15,41.1967496782
2015-05-18,40.9536381003
2015-05-19,40.8512753306
2015-05-20,40.8512753306
2015-05-21,40.7139023997
2015-05-22,40.2674403742
2015-05-26,40.0012803206
2015-05-27,40.8770327551
2015-05-28,40.7396598242
2015-05-29,40.2330971415
2015-06-01,40.5507720442
2015-06-02,40.2846119906
2015-06-03,40.2245113333
2015-06-04,39.8038067324
2015-06-05,39.6149189524
2015-06-08,39.2629008169
2015-06-09,39.1942143514
2015-06-10,40.0184519369
2015-06-11,39.8724931978
2015-06-12,39.4689602133
2015-06-15,39.0439627082
2015-06-16,39.3487588987
2015-06-17,39.4689602133
2015-06-18,40.1128958269
2015-06-19,39.5805757196
2015-06-22,39.692191226
2015-06-23,39.4174453642
2015-06-24,39.1813356392
2015-06-25,39.1942143514
2015-06-26,38.8593678323
2015-06-29,38.0952309041
2015-06-30,37.9063431241
2015-07-01,38.1596244655
2015-07-02,38.1209883287
2015-07-06,38.1124025205
2015-07-07,38.0351302468
2015-07-08,37.9836153978
2015-07-09,38.2240180269
2015-07-10,38.3012903005
2015-07-13,39.0997704614
2015-07-14,39.1684569269
2015-07-15,39.2886582414
2015-07-16,40.0613809778
2015-07-17,40.0270377451
2015-07-20,40.2846119906
2015-07-21,40.5937010851
2015-07-22,39.0997704614
2015-07-23,39.5891615278
2015-07-24,39.4432027887
2015-07-27,38.936640106
2015-07-28,38.9280542978
2015-07-29,39.7437060751
2015-07-30,40.2502687578
2015-07-31,40.0957242106
2015-08-03,40.1901681006
2015-08-04,40.8169320979
2015-08-05,40.8512753306
2015-08-06,40.0270377451
2015-08-07,40.1300674433
2015-08-10,40.636630126
2015-08-11,39.8467357733
2015-08-12,40.1300674433
2015-08-13,40.1214816351
2015-08-14,40.353298456
2015-08-17,40.6280443179
2015-08-18,40.8512753306
2015-08-19,40.2808957723
2015-08-20,39.4598948931
2015-08-21,37.2215872327
2015-08-24,36.0203333146
2015-08-25,34.9746374578
2015-08-26,36.91047111
2015-08-27,37.9388827377
2015-08-28,37.9648090813
2015-08-31,37.610482386
2015-09-01,36.1413229178
2015-09-02,37.4722085537
2015-09-03,37.593198157
2015-09-04,36.8240499648
2015-09-08,37.9302406232
2015-09-09,37.2215872327
2015-09-10,37.4117137521
2015-09-11,37.5759139279
2015-09-14,37.1956608891
2015-09-15,38.0080196539
2015-09-16,38.2845673185
2015-09-17,38.2413567459
2015-09-18,37.5759139279
2015-09-21,38.1203671426
2015-09-22,37.9388827377
2015-09-23,37.9129563942
2015-09-24,37.9475248523
2015-09-25,37.9734511958
2015-09-28,37.4117137521
2015-09-29,37.5413454699
2015-09-30,38.1981461733
2015-10-01,38.5524728686
2015-10-02,39.3821158624
2015-10-05,40.2981800014
2015-10-06,40.4018853756
2015-10-07,40.4450959482
2015-10-08,41.0068333919
2015-10-09,40.7130014983
2015-10-12,40.6179382386
2015-10-13,40.5228749789
2015-10-14,40.341390574
2015-10-15,40.6265803531
2015-10-16,41.058686079
2015-10-19,41.1537493387
2015-10-20,41.2833810565
2015-10-21,40.790780529
2015-10-22,41.508076034
2015-10-23,45.6908594611
2015-10-26,46.8834712647
2015-10-27,46.3995128517
2015-10-28,46.6501341727
2015-10-29,46.1143230726
2015-10-30,45.4920908272
2015-11-02,46.0106176983
2015-11-03,46.7970501196
2015-11-04,47.0131029825
2015-11-05,46.9958187535
2015-11-06,47.4624929375
2015-11-09,46.8056922341
2015-11-10,46.2439547903
2015-11-11,46.3649443936
2015-11-12,46.0797546145
2015-11-13,45.6649331176
2015-11-16,46.4643287106
2015-11-17,46.088396729
2015-11-18,46.854071434
2015-11-19,46.9323790742
2015-11-20,47.1499002972
2015-11-23,47.1499002972
2015-11-24,47.2021053908
2015-11-25,46.7148578512
2015-11-27,46.9236782253
2015-11-30,47.28911388
2015-12-01,48.046087736
2015-12-02,48.0373868871
2015-12-03,47.1586011462
2015-12-04,48.6464463115
2015-12-07,48.5594378223
2015-12-08,48.5420361244
2015-12-09,47.8372673619
2015-12-10,48.0895919806
2015-12-11,47.0367892613
2015-12-14,47.9764809446
2015-12-15,48.0286860382
2015-12-16,48.8378649877
2015-12-17,48.4637284842
2015-12-18,47.0976952037
2015-12-21,47.7067546281
2015-12-22,48.159198772
2015-12-23,48.5681386712
2015-12-24,48.4376259374
2015-12-28,48.6812497072
2015-12-29,49.2033006424
2015-12-30,48.9944802683
2015-12-31,48.2723098079
2016-01-04,47.6806520814
2016-01-05,47.8981733044
2016-01-06,47.0280884124
2016-01-07,45.3923288154
2016-01-08,45.5315423981
2016-01-11,45.5054398514
2016-01-12,45.9230805995
2016-01-13,44.9311838227
2016-01-14,46.2102086139
2016-01-15,44.3656286429
2016-01-19,43.9914921393
2016-01-20,44.1916116645
2016-01-21,43.9218853479
2016-01-22,45.4967390025
2016-01-25,45.0616965565
2016-01-26,45.3923288154
2016-01-27,44.565748168
2016-01-28,45.2922690528
2016-01-29,47.9329767
2016-02-01,47.6023444411
2016-02-02,46.1144992758
2016-02-03,45.3836279665
2016-02-04,45.2444143838
2016-02-05,43.6434581825
2016-02-08,42.9908945135
2016-02-09,42.8777834775
2016-02-10,43.2519199811
