date,adj_close
2014-12-31,56.4927181345
2015-01-02,56.7249218435
2015-01-05,55.1728233679
2015-01-06,54.8795134198
2015-01-07,55.4355801965
2015-01-08,56.3582844083
2015-01-09,56.2788462973
2015-01-12,55.1972658636
2015-01-13,54.9956152743
2015-01-14,54.8367390524
2015-01-15,54.3601103867
2015-01-16,55.6800051532
2015-01-20,55.6616732815
2015-01-21,56.1383019472
2015-01-22,56.7493643391
2015-01-23,55.5394608031
2015-01-26,56.0710850841
2015-01-27,55.5761245466
2015-01-28,53.7429373708
2015-01-29,53.5168442858
2015-01-30,53.4190743031
2015-02-02,54.7389690697
2015-02-03,56.3705056561
2015-02-04,55.8877663665
2015-02-05,56.4377225192
2015-02-06,56.3338419126
2015-02-09,56.3707821368
2015-02-10,56.0321634149
2015-02-11,55.7797385495
2015-02-12,56.8694751636
2015-02-13,57.485145567
2015-02-17,57.2881310379
2015-02-18,56.0321634149
2015-02-19,55.0655608816
2015-02-20,55.3610826752
2015-02-23,54.8008226081
2015-02-24,55.0532474735
2015-02-25,55.1640681461
2015-02-26,54.5791812629
2015-02-27,54.5114575185
2015-03-02,54.2036223168
2015-03-03,53.9450407474
2015-03-04,53.6741457699
2015-03-05,53.4032507924
2015-03-06,52.7198566446
2015-03-09,52.430491555
2015-03-10,51.8763881919
2015-03-11,51.7286272951
2015-03-12,51.8517613757
2015-03-13,51.6362767345
2015-03-16,52.1842233936
2015-03-17,51.7655675193
2015-03-18,52.9907516221
2015-03-19,51.9687387524
2015-03-20,52.0487759048
2015-03-23,52.5967225639
2015-03-24,52.0364624968
2015-03-25,52.2457904339
2015-03-26,51.9133284161
2015-03-27,51.4577323176
2015-03-30,52.7198566446
2015-03-31,52.3319842904
2015-04-01,51.9995222726
2015-04-02,51.901015008
2015-04-06,52.4120214429
2015-04-07,52.793737093
2015-04-08,51.7532541112
2015-04-09,52.1164996492
2015-04-10,52.6767597163
2015-04-13,52.5413122276
2015-04-14,53.335527048
2015-04-15,54.2282491329
2015-04-16,54.0127644917
2015-04-17,53.520228169
2015-04-20,53.7110859941
2015-04-21,53.4894446488
2015-04-22,53.8465334828
2015-04-23,53.8957871151
2015-04-24,53.5448549851
2015-04-27,53.5694818013
2015-04-28,54.05586142
2015-04-29,54.0989583482
2015-04-30,53.7911231465
2015-05-01,54.7023153436
2015-05-04,54.8623896485
2015-05-05,54.5545544467
2015-05-06,54.2959728773
2015-05-07,53.9327273393
2015-05-08,54.7885092
2015-05-11,53.877317003
2015-05-12,54.0263208758
2015-05-13,53.7407301196
2015-05-14,53.9952784023
2015-05-15,54.2312012009
2015-05-18,53.9207764659
2015-05-19,54.0076953917
2015-05-20,54.0946143175
2015-05-21,54.1442822751
2015-05-22,53.7158961408
2015-05-26,52.9895022609
2015-05-27,52.8404983882
2015-05-28,52.8404983882
2015-05-29,52.8963748405
2015-06-01,52.8529153776
2015-06-02,52.8591238723
2015-06-03,52.741162473
2015-06-04,52.2879423599
2015-06-05,52.3251933281
2015-06-08,52.679077526
2015-06-09,52.5114481691
2015-06-10,52.9025833352
2015-06-11,52.8280813988
2015-06-12,52.1637724659
2015-06-15,51.9775176249
2015-06-16,52.5735331161
2015-06-17,52.6045755896
2015-06-18,53.070212692
2015-06-19,52.9025833352
2015-06-22,52.8777493564
2015-06-23,52.8156644094
2015-06-24,52.5735331161
2015-06-25,52.1078960136
2015-06-26,52.0644365507
2015-06-29,51.418753102
2015-06-30,51.6546759005
2015-07-01,51.1393708405
2015-07-02,51.6174249323
2015-07-06,51.2387067557
2015-07-07,51.4497955754
2015-07-08,50.8910310525
2015-07-09,50.6613167486
2015-07-10,51.04624342
2015-07-13,51.170413314
2015-07-14,51.5987994482
2015-07-15,51.3815021338
2015-07-16,51.4746295542
2015-07-17,51.2883747133
2015-07-20,50.7606526638
2015-07-21,50.6985677168
2015-07-22,50.7792781479
2015-07-23,50.3757259924
2015-07-24,49.6307066285
2015-07-27,49.2085289889
2015-07-28,51.2076642822
2015-07-29,51.6174249323
2015-07-30,51.5367145012
2015-07-31,49.1774865154
2015-08-03,48.4635096249
2015-08-04,47.9109535967
2015-08-05,47.9109535967
2015-08-06,48.482135109
2015-08-07,47.6998647769
2015-08-10,48.8918957592
2015-08-11,48.5628455401
2015-08-12,49.3775532341
2015-08-13,49.2898154824
2015-08-14,49.1080729968
2015-08-17,49.3650192695
2015-08-18,48.8197918128
2015-08-19,47.7732057753
2015-08-20,46.7328867199
2015-08-21,45.2037430483
2015-08-24,43.0667020973
2015-08-25,43.060435115
2015-08-26,45.4356213919
2015-08-27,46.9083622233
2015-08-28,47.046235833
2015-08-31,47.1527745314
2015-09-01,45.172408137
2015-09-02,45.893111097
2015-09-03,46.2440621036
2015-09-04,45.4105534629
2015-09-08,46.062319618
2015-09-09,45.1222722789
2015-09-10,45.4481553564
2015-09-11,45.5546940549
2015-09-14,45.4293544097
2015-09-15,45.6612327533
2015-09-16,46.5636781989
2015-09-17,46.6639499151
2015-09-18,45.5484270726
2015-09-21,45.9933828132
2015-09-22,45.5860289662
2015-09-23,45.3102817467
2015-09-24,45.5797619839
2015-09-25,45.893111097
2015-09-28,45.4982912145
2015-09-29,45.7301695582
2015-09-30,46.5950131102
2015-10-01,46.4132706246
2015-10-02,47.5538613961
2015-10-05,48.1366907464
2015-10-06,48.8135248306
2015-10-07,49.6344995068
2015-10-08,50.1546590344
2015-10-09,49.6721014003
