date,adj_close
2014-12-31,65.4917124624
2015-01-02,65.0243767164
2015-01-05,64.715216146
2015-01-06,64.420435137
2015-01-07,64.7583548303
2015-01-08,65.4989022431
2015-01-09,64.887770883
2015-01-12,64.6505081197
2015-01-13,64.9237197865
2015-01-14,64.7008365846
2015-01-15,64.6073694354
2015-01-16,65.6067489537
2015-01-20,65.5636102695
2015-01-21,65.6956146433
2015-01-22,66.3400442369
2015-01-23,65.2249638165
2015-01-26,64.8629247189
2015-01-27,62.625523096
2015-01-28,61.6552583145
2015-01-29,62.031778976
2015-01-30,61.0325510667
2015-02-02,61.6335359687
2015-02-03,62.2345208706
2015-02-04,62.1186683594
2015-02-05,62.7775795169
2015-02-06,61.9883342843
2015-02-09,61.582850495
2015-02-10,61.8290370813
2015-02-11,62.0100566301
2015-02-12,62.2924471262
2015-02-13,62.1983169608
2015-02-17,61.9014449008
2015-02-18,62.4589851111
2015-02-19,61.6987030062
2015-02-20,61.4525164199
2015-02-23,61.8290370813
2015-02-24,61.9086856828
2015-02-25,61.879722555
2015-02-26,61.6697398784
2015-02-27,61.6407767506
2015-03-02,61.8435186452
2015-03-03,61.6624990965
2015-03-04,61.0759957584
2015-03-05,61.278737653
2015-03-06,59.8523036087
2015-03-09,60.1636572326
2015-03-10,59.0413360301
2015-03-11,58.9327243009
2015-03-12,59.4395790374
2015-03-13,59.2513187067
2015-03-16,60.5039739843
2015-03-17,59.9898784657
2015-03-18,60.6415488413
2015-03-19,60.3736399091
2015-03-20,61.3583862545
2015-03-23,61.4452756379
2015-03-24,60.7646421345
2015-03-25,60.1057309769
2015-03-26,59.4830237291
2015-03-27,59.5988762404
2015-03-30,59.8957483004
2015-03-31,59.3309673082
2015-04-01,59.6061170223
2015-04-02,59.6857656238
2015-04-06,60.1274533228
2015-04-07,59.656802496
2015-04-08,59.9319522101
2015-04-09,60.0188415935
2015-04-10,60.3519175633
2015-04-13,60.4098438189
2015-04-14,60.5329371121
2015-04-15,60.4677700745
2015-04-16,60.4605292926
2015-04-17,59.7581734433
2015-04-20,60.0043600296
2015-04-21,60.1564164506
2015-04-22,60.1636572326
2015-04-23,59.0941213305
2015-04-24,59.1306217143
2015-04-27,58.8386186441
2015-04-28,58.7072172625
2015-04-29,58.2911128875
2015-04-30,58.0429102778
2015-05-01,58.6123162647
2015-05-04,58.6561167253
2015-05-05,58.4517145761
2015-05-06,58.692617109
2015-05-07,58.5466155739
2015-05-08,59.1014214073
2015-05-11,58.5977161112
2015-05-12,58.3641136551
2015-05-13,58.1816117362
2015-05-14,58.8167184139
2015-05-15,59.1671220981
2015-05-18,58.9408197187
